arrests,countyid,density,popul,perc1019,perc2029,percblack,percmale,rpcincmaint,rpcpersinc,rpcunemins,year,murders,murdrate,arrestrate,statefips,countyfips,execs,lpopul,execrate
8,6023,30.86,110272,14.17,20.41,0.65,42.64,297.91,11124.53,147.99,1984,6,0.5441091,0.7254788,6,23,0,11.61071,0.0
13,6023,31.08,111040,14.0,19.66,0.68,42.53,318.3,11357.79,120.64,1985,7,0.6304035,1.170749,6,23,0,11.61765,0.0
7,6023,31.26,111696,13.87,18.79,0.71,42.37,349.68,11892.73,99.52,1986,7,0.6267011,0.6267011,6,23,0,11.62354,0.0
5,6023,31.58,112816,13.87,17.84,0.74,42.26,365.2,11928.4,74.8,1987,6,0.5318394,0.4431995,6,23,0,11.63351,0.0
7,6023,32.12,114768,13.87,16.97,0.77,42.11,373.93,12002.2,72.76,1988,6,0.5227938,0.6099261,6,23,0,11.65067,0.0
6,6023,32.79,117152,13.86,16.21,0.8,42.0,408.34,12219.59,71.02,1989,4,0.3414368,0.5121552,6,23,0,11.67123,0.0
5,6023,33.3,118960,13.77,15.57,0.81,41.87,433.56,12106.63,85.03,1990,11,0.9246806,0.4203093,6,23,0,11.68654,0.0
13,6023,33.8,120768,13.68,14.93,0.82,41.7,449.21,11837.95,106.43,1991,9,0.7452305,1.076444,6,23,0,11.70163,0.0
4,6023,34.34,122688,13.59,14.31,0.84,41.54,479.14,11935.62,162.56,1992,6,0.4890454,0.3260303,6,23,0,11.7174,0.0
13,6023,34.2838,122489,13.75797,13.73838,0.8376262,49.69181,464.332,12100.31,161.236,1993,10,0.8163998,1.06132,6,23,0,11.71578,0.0
13,6023,34.09711,121822,13.80539,13.019,0.8413916,49.69792,474.525,12313.35,101.925,1994,7,0.5746089,1.067131,6,23,0,11.71032,0.0
5,6023,34.46713,123144,14.07783,12.54223,0.8412915,49.71984,463.792,12308.53,84.624,1995,8,0.6496459,0.4060287,6,23,0,11.72111,0.0
5,6023,34.43327,123023,14.35666,12.25137,0.8543118,49.73135,467.654,12508.63,77.198,1996,3,0.2438568,0.4064281,6,23,0,11.72013,0.0
34,6025,22.18,92592,20.65,16.74,2.86,40.2,349.92,11176.78,240.57,1980,17,1.836012,3.672024,6,25,0,11.43596,0.0
30,6025,22.59,94304,20.35,16.79,2.83,40.25,327.2,10346.45,267.91,1981,11,1.16644,3.181201,6,25,0,11.45428,0.0
33,6025,22.92,95680,19.92,16.79,2.81,40.17,303.25,10581.84,321.88,1982,10,1.045151,3.448997,6,25,0,11.46876,0.0
11,6025,23.2,96880,19.47,16.68,2.77,40.03,308.92,10494.38,380.14,1983,8,0.8257638,1.135425,6,25,0,11.48123,0.0
20,6025,23.34,97456,19.04,16.5,2.74,39.95,324.82,10324.02,339.23,1984,8,0.8208833,2.052208,6,25,0,11.48716,0.0
7,6025,23.76,99184,18.77,16.21,2.71,39.84,341.5,9714.3,351.71,1985,5,0.5041136,0.705759,6,25,0,11.50473,0.0
9,6025,23.68,98880,18.59,15.81,2.69,39.73,387.11,9806.53,237.38,1986,15,1.51699,0.9101942,6,25,0,11.50166,0.0
7,6025,23.97,100064,18.58,15.34,2.66,39.69,410.96,10719.27,202.4,1987,8,0.7994883,0.6995522,6,25,0,11.51357,0.0
11,6025,24.4,101888,18.58,14.89,2.64,39.58,432.31,11520.82,171.74,1988,9,0.8833228,1.079617,6,25,0,11.53163,0.0
6,6025,25.19,105152,18.6,14.57,2.63,39.52,460.8,11969.42,195.29,1989,5,0.4755021,0.5706026,6,25,0,11.56316,0.0
14,6025,26.55,110848,18.44,14.15,2.61,39.35,491.01,11685.33,199.16,1990,11,0.9923499,1.262991,6,25,0,11.61592,0.0
15,6025,27.91,116528,18.27,13.8,2.6,39.14,504.99,10527.02,215.06,1991,9,0.7723466,1.287244,6,25,0,11.66589,0.0
29,6025,29.36,122560,18.14,13.44,2.59,38.98,521.92,9996.26,335.11,1992,14,1.142298,2.366188,6,25,0,11.71636,0.0
15,6025,32.48583,135630,17.97832,13.95856,2.757502,50.64587,501.008,10584.83,310.016,1993,5,0.36865,1.10595,6,25,0,11.81769,0.0
19,6025,32.93468,137504,17.87512,13.85414,2.799919,51.18251,513.675,9759.825,201.825,1994,6,0.4363509,1.381778,6,25,0,11.83141,0.0
17,6025,33.79168,141082,17.689,13.93232,2.899023,51.9478,512.336,9554.64,192.208,1995,9,0.6379269,1.204973,6,25,0,11.8571,0.0
6,6025,34.16748,142651,17.63675,13.6529,2.89658,52.10268,512.952,9183.372,189.486,1996,13,0.911315,0.4206069,6,25,0,11.86816,0.0
2,6027,1.76,17904,15.13,13.67,0.16,43.17,204.12,12068.59,65.61,1980,2,1.117069,1.117069,6,27,0,9.792779,0.0
5,6027,1.76,17952,14.76,13.55,0.18,43.15,197.64,12080.2,80.15,1981,2,1.114082,2.785205,6,27,0,9.795457,0.0
1,6027,1.81,18408,14.33,13.32,0.22,43.01,195.61,11469.87,120.06,1982,3,1.629726,0.543242,6,27,0,9.82054,0.0
1,6027,1.81,18420,13.85,13.02,0.25,42.86,205.61,11743.12,121.36,1983,1,0.5428882,0.5428882,6,27,0,9.821193,0.0
1,6027,1.79,18200,13.39,12.65,0.28,42.74,221.03,11859.7,96.1,1984,1,0.5494506,0.5494506,6,27,0,9.809176,0.0
6,6027,1.77,18084,13.03,12.17,0.34,42.64,239.42,11969.34,79.81,1985,2,1.10595,3.31785,6,27,0,9.802783,0.0
4,6027,1.75,17860,12.72,11.66,0.36,42.51,259.29,12325.5,76.69,1986,1,0.5599104,2.239642,6,27,0,9.790318,0.0
2,6027,1.75,17796,12.55,11.11,0.38,42.41,256.08,12179.2,54.56,1987,0,0.0,1.123848,6,27,0,9.786729,0.0
0,6027,1.76,17944,12.35,10.55,0.41,42.29,252.95,12882.88,39.76,1988,1,0.5572894,0,6,27,0,9.795012,0.0
4,6027,1.8,18316,12.19,10.08,0.45,42.12,253.4,13375.21,38.74,1989,3,1.637912,2.183883,6,27,0,9.81553,0.0
0,6027,1.8,18328,12.08,9.68,0.46,42.0,260.44,13228.05,64.34,1990,0,0.0,0,6,27,0,9.816185,0.0
1,6027,1.8,18344,11.96,9.29,0.46,41.89,290.66,12857.48,91.02,1991,0,0.0,0.5451373,6,27,0,9.817058,0.0
0,6027,1.8,18368,11.86,8.91,0.47,41.76,325.13,12897.45,138.32,1992,0,0.0,0,6,27,0,9.818365,0.0
1,6027,1.804933,18396,11.98087,8.594259,0.456621,49.15199,301.02,13260.8,132.172,1993,1,0.5435964,0.5435964,6,27,0,9.819888,0.0
0,6027,1.816315,18512,12.12187,8.173077,0.4537597,49.1573,314.55,13105.8,89.775,1994,0,0.0,0,6,27,0,9.826175,0.0
0,6027,1.813469,18483,12.17876,7.872099,0.4652924,49.23984,318.16,13425.7,69.536,1995,0,0.0,0,6,27,0,9.824607,0.0
0,6027,1.808563,18433,12.23349,7.633049,0.4665546,49.17268,320.914,13641.72,64.438,1996,0,0.0,0,6,27,0,9.821898,0.0
64,6029,49.92,406400,17.41,18.44,5.41,41.05,285.52,12968.91,78.97,1980,84,2.066929,1.574803,6,29,0,12.91509,0.0
60,6029,51.44,418816,17.02,18.55,5.47,41.13,267.91,12135.09,81.25,1981,81,1.934023,1.43261,6,29,0,12.94519,0.0
62,6029,53.27,433664,16.58,18.57,5.53,41.1,249.43,11999.79,126.27,1982,62,1.429678,1.429678,6,29,0,12.98003,0.0
44,6029,54.89,446912,16.13,18.48,5.58,40.98,249.75,11514.44,154.46,1983,40,0.8950308,0.9845338,6,29,0,13.01012,0.0
56,6029,56.42,459328,15.69,18.33,5.63,40.91,249.86,11905.83,117.24,1984,38,0.8272955,1.219172,6,29,0,13.03752,0.0
71,6029,58.24,474176,15.42,18.07,5.67,40.86,250.56,11982.34,116,1985,56,1.180996,1.497334,6,29,0,13.06933,0.0
60,6029,59.71,486144,15.23,17.7,5.7,40.83,274.81,12275.28,130.56,1986,54,1.110782,1.234202,6,29,0,13.09426,0.0
71,6029,61.15,497856,15.19,17.25,5.75,40.77,297.44,11886.16,101.2,1987,61,1.225254,1.426115,6,29,0,13.11807,0.0
57,6029,62.75,510912,15.15,16.84,5.81,40.7,315.56,12014.04,89.68,1988,65,1.272235,1.115652,6,29,0,13.14395,0.0
47,6029,64.84,527872,15.13,16.53,5.87,40.66,331.68,11943.59,87.96,1989,46,0.8714234,0.8903674,6,29,0,13.17661,0.0
63,6029,67.23,547328,15.03,16.08,5.91,40.47,352.36,11981,108.77,1990,60,1.096235,1.151047,6,29,0,13.2128,0.0
54,6029,69.63,566912,14.94,15.63,5.96,40.3,368.47,11560.5,133.59,1991,61,1.076005,0.9525288,6,29,0,13.24796,0.0
54,6029,72.16,587520,14.86,15.21,6.0,40.14,397.14,11356.66,215.33,1992,49,0.8340142,0.9191177,6,29,0,13.28367,0.0
87,6029,73.65298,599655,14.88506,15.00346,6.317633,51.16025,404.82,11646.36,211.06,1993,73,1.217367,1.450834,6,29,0,13.30411,0.0
89,6029,75.1044,611472,14.9809,14.46935,6.341909,51.25942,421.2,11333.25,135.675,1994,92,1.504566,1.455504,6,29,0,13.32362,0.0
67,6029,75.68266,616180,15.12188,13.9938,6.350579,51.31812,435.584,11371.76,110.864,1995,71,1.152261,1.087345,6,29,0,13.33129,0.0
48,6029,76.48705,622729,15.25158,13.66951,6.367136,51.39089,443.41,11362.78,102.718,1996,52,0.8350342,0.7708008,6,29,0,13.34187,0.0
3,6031,53.45,74272,18.73,19.35,5.13,41.33,351.13,13214.34,137.29,1980,4,0.538561,0.4039207,6,31,0,11.21549,0.0
4,6031,54.86,76224,18.13,19.99,5.61,41.91,338.18,10891.05,117.49,1981,7,0.9183459,0.5247691,6,31,0,11.24143,0.0
9,6031,56.29,78208,17.46,20.52,6.07,42.33,317.74,10685.34,136.62,1982,11,1.406506,1.150777,6,31,0,11.26713,0.0
11,6031,58.38,81120,16.82,20.91,6.49,42.63,302.91,9547.55,159.48,1983,5,0.6163708,1.356016,6,31,0,11.30369,0.0
4,6031,59.73,82992,16.21,21.21,6.89,43.02,298.87,10288.46,107.63,1984,2,0.2409871,0.4819742,6,31,0,11.3265,0.0
5,6031,61.31,85184,15.77,21.36,7.25,43.36,303.46,9680.89,97.44,1985,6,0.7043576,0.5869647,6,31,0,11.35257,0.0
7,6031,62.16,86368,15.43,21.35,7.59,43.63,339.64,9366.46,102.26,1986,5,0.5789181,0.8104854,6,31,0,11.36637,0.0
3,6031,63.34,88016,15.24,21.22,7.91,43.9,350.24,10225.59,73.92,1987,3,0.3408471,0.3408471,6,31,0,11.38527,0.0
2,6031,68.02,94512,15.1,21.1,8.23,44.11,339.25,9885.51,71.06,1988,3,0.31742,0.2116133,6,31,0,11.45648,0.0
12,6031,71.85,99840,14.97,21.09,8.51,44.36,343.78,10244.05,68.59,1989,2,0.2003205,1.201923,6,31,0,11.51132,0.0
9,6031,73.19,101696,14.84,20.64,8.6,44.21,353.13,9675.34,86.56,1990,5,0.4916614,0.8849906,6,31,0,11.52974,0.0
6,6031,74.53,103552,14.7,20.19,8.69,44.09,374.34,9420.88,110.1,1991,6,0.579419,0.579419,6,31,0,11.54783,0.0
6,6031,75.93,105504,14.58,19.77,8.78,43.97,395.71,9465.78,168.98,1992,4,0.3791325,0.5686988,6,31,0,11.5665,0.0
7,6031,77.62657,107861,14.57431,19.05786,9.078351,54.06959,390.98,9604.268,168.848,1993,9,0.8344073,0.6489834,6,31,0,11.5886,0.0
5,6031,79.15879,109990,14.67861,18.34894,8.993545,54.03218,399.6,9281.25,111.375,1994,7,0.6364215,0.4545868,6,31,0,11.60814,0.0
8,6031,80.58954,111978,14.84488,17.51862,8.877637,53.83825,387.04,9034.432,99.056,1995,7,0.6251228,0.714426,6,31,0,11.62606,0.0
7,6031,81.57767,113351,14.99943,17.05411,8.784219,53.75427,386.628,9284.814,88.682,1996,10,0.8822154,0.6175507,6,31,0,11.63824,0.0
2,6033,29.27,36832,12.9,11.68,0.99,42.97,376.65,11440.44,94.77,1980,3,0.8145091,0.5430061,6,33,0,10.51412,0.0
4,6033,30.69,38616,12.68,11.62,1.1,42.93,371.12,11187.52,94.43,1981,4,1.03584,1.03584,6,33,0,10.56142,0.0
1,6033,31.78,39992,12.41,11.52,1.2,42.77,382.95,11271.15,131.44,1982,0,0.0,0.25005,6,33,0,10.59643,0.0
1,6033,33.22,41808,12.12,11.37,1.3,42.58,372.11,11538.51,139.42,1983,1,0.2391887,0.2391887,6,33,0,10.64084,0.0
3,6033,34.81,43808,11.84,11.19,1.41,42.45,343.08,11582.93,108.59,1984,6,1.369613,0.6848065,6,33,0,10.68757,0.0
1,6033,36.15,45488,11.66,10.92,1.49,42.34,335.94,11610.2,99.3,1985,1,0.2198382,0.2198382,6,33,0,10.7252,0.0
6,6033,36.65,46128,11.55,10.62,1.57,42.23,381.63,12295.37,101.34,1986,7,1.517516,1.300728,6,33,0,10.73918,0.0
6,6033,37.46,47136,11.57,10.27,1.63,42.16,403.04,12042.8,76.56,1987,5,1.06076,1.272913,6,33,0,10.76079,0.0
4,6033,38.07,47912,11.6,9.950001,1.72,42.03,435.69,11959.9,71.91,1988,4,0.8348639,0.8348639,6,33,0,10.77712,0.0
6,6033,38.89,48944,11.66,9.72,1.81,41.92,464.83,12450.39,67.79,1989,6,1.225891,1.225891,6,33,0,10.79843,0.0
6,6033,40.47,50928,11.63,9.37,1.84,41.82,487.94,12398.47,76.6,1990,5,0.9817782,1.178134,6,33,0,10.83817,0.0
2,6033,42.05,52920,11.61,9.06,1.87,41.74,507.19,12223.3,102.03,1991,7,1.322751,0.3779289,6,33,0,10.87654,0.0
5,6033,43.72,55016,11.58,8.76,1.91,41.63,534.04,12119.57,163.28,1992,6,1.090592,0.9088265,6,33,0,10.91538,0.0
2,6033,43.68661,54978,11.68467,8.248755,1.931682,49.15602,534.224,12194.42,167.464,1993,3,0.5456728,0.3637819,6,33,0,10.91469,0.0
3,6033,44.04816,55433,11.76014,7.816644,1.989789,49.21256,528.525,12164.85,108,1994,4,0.7215918,0.5411939,6,33,0,10.92293,0.0
9,6033,44.01241,55388,11.88886,7.488987,1.996822,49.30671,533.984,12103.86,93.152,1995,5,0.9027226,1.624901,6,33,0,10.92212,0.0
2,6033,43.91149,55261,11.9958,7.243807,2.015888,49.36031,548.68,12304.47,90.596,1996,2,0.3619189,0.3619189,6,33,0,10.91982,0.0
4,6035,4.79,21852,17.05,20.4,3.61,46.7,251.5,10276.47,111.78,1980,1,0.457624,1.830496,6,35,0,9.992047,0.0
3,6035,4.95,22568,16.51,20.58,3.97,47.42,267.91,9385.7,120.78,1981,1,0.4431053,1.329316,6,35,0,10.02429,0.0
0,6035,5.13,23372,15.94,20.69,4.28,47.99,289.8,9263.25,124.2,1982,1,0.4278624,0,6,35,0,10.05929,0.0
1,6035,5.17,23560,15.34,20.68,4.64,48.46,275.82,9366.01,104.31,1983,3,1.273345,0.4244482,6,35,0,10.06731,0.0
3,6035,5.23,23828,14.76,20.65,4.95,48.98,284.46,9625.38,87.45,1984,3,1.259023,1.259023,6,35,0,10.07862,0.0
1,6035,5.29,24128,14.38,20.4,5.25,49.4,297.89,9952.8,100.22,1985,1,0.4144562,0.4144562,6,35,0,10.09113,0.0
5,6035,5.41,24640,14.06,20.06,5.49,49.8,304.03,10184.51,91.3,1986,2,0.8116883,2.029221,6,35,0,10.11213,0.0
5,6035,5.72,26048,13.88,19.63,5.7,50.16,305.36,9655.36,67.76,1987,2,0.7678133,1.919533,6,35,0,10.1677,0.0
5,6035,5.85,26680,13.73,19.26,5.92,50.53,313.87,9669.77,62.6,1988,2,0.7496252,1.874063,6,35,0,10.19167,0.0
3,6035,6.0,27332,13.59,19.0,6.11,50.88,330.87,9719.51,62.14,1989,1,0.3658715,1.097615,6,35,0,10.21581,0.0
2,6035,6.07,27676,13.46,18.52,6.17,50.87,347.76,9513.72,80.43,1990,3,1.083972,0.7226477,6,35,0,10.22832,0.0
2,6035,6.15,28020,13.33,18.07,6.23,50.88,391.22,9759.26,98.36,1991,0,0.0,0.7137759,6,35,0,10.24067,0.0
2,6035,6.23,28384,13.22,17.61,6.29,50.88,408.55,10265.05,141.89,1992,1,0.3523112,0.7046223,6,35,0,10.25358,0.0
1,6035,6.206052,28284,13.42809,16.88587,6.169566,58.17423,379.216,10174.48,152.932,1993,2,0.7071136,0.3535568,6,35,0,10.25005,0.0
3,6035,6.183891,28183,13.56846,16.29706,6.16329,58.15562,388.8,10548.9,103.275,1994,2,0.7096477,1.064471,6,35,0,10.24647,0.0
2,6035,6.236113,28421,13.76447,15.69262,6.072974,57.97826,391.632,10326.75,86.592,1995,4,1.40741,0.703705,6,35,0,10.25488,0.0
0,6035,6.896564,31431,13.13353,17.48274,8.058923,60.66304,345.158,9494.078,79.112,1996,0,0.0,0,6,35,0,10.35555,0.0
1663,6037,1847.75,7501824,16.25,19.67,12.74,41.44,303.75,14417.19,77.76,1980,1732,2.308772,2.216794,6,37,0,15.83066,0.0
2391,6037,1873.73,7607296,15.91,20.02,12.59,41.6,295.36,14414.54,70.27,1981,1500,1.971791,3.143035,6,37,0,15.84462,0.0
1956,6037,1912.83,7766016,15.48,20.29,12.46,41.65,286.69,14160.87,109.71,1982,1416,1.823329,2.518666,6,37,0,15.86527,0.0
2056,6037,1950.66,7919616,15.04,20.42,12.33,41.64,295.88,14347.91,117.35,1983,1348,1.702103,2.596086,6,37,0,15.88485,0.0
1969,6037,1980.42,8040448,14.62,20.49,12.2,41.69,291.18,14969.49,70.15,1984,1300,1.616825,2.448869,6,37,0,15.9,0.0
1556,6037,2015.23,8181760,14.35,20.42,12.08,41.74,299.74,15348.19,64.96,1985,1326,1.620678,1.901791,6,37,0,15.91742,0.0
1418,6037,2067.18,8392704,14.14,20.23,11.95,41.76,311.33,15728.25,67.56,1986,1409,1.678839,1.689563,6,37,0,15.94287,0.0
1417,6037,2106.53,8552448,14.07,19.93,11.87,41.79,315.92,15943.84,53.68,1987,1412,1.650989,1.656836,6,37,0,15.96173,0.0
1228,6037,2134.27,8665088,14.0,19.66,11.81,41.8,315.56,16058.77,40.61,1988,1346,1.55336,1.417181,6,37,0,15.97481,0.0
1253,6037,2165.55,8792064,13.93,19.5,11.75,41.83,327.64,15864.81,37.12,1989,1588,1.806174,1.425149,6,37,0,15.98936,0.0
1862,6037,2188.25,8884224,13.78,19.08,11.71,41.67,350.83,15890.66,48.26,1990,1768,1.990044,2.09585,6,37,0,15.99979,0.0
1717,6037,2210.95,8976384,13.65,18.68,11.68,41.51,375.81,15418.4,74.13,1991,1856,2.067648,1.912797,6,37,0,16.01011,0.0
1685,6037,2235.16,9074688,13.53,18.25,11.65,41.32,422.1,15351.6,109.09,1992,1919,2.114673,1.856813,6,37,0,16.021,0.0
1435,6037,2238.198,9087015,13.67033,17.68571,11.53635,49.95137,430.424,15343.02,106.568,1993,1944,2.139316,1.579176,6,37,0,16.02236,0.0
1234,6037,2236.65,9080732,13.7644,17.09772,11.44839,49.96342,442.125,15244.2,72.225,1994,1669,1.837958,1.358921,6,37,0,16.02167,0.0
1290,6037,2235.941,9077853,13.86698,16.58683,11.3524,49.97554,457.232,15668.56,52.48,1995,1678,1.848455,1.421041,6,37,0,16.02135,0.0
1105,6037,2248.231,9127751,13.98491,16.16268,11.24783,49.98259,463.826,15914.91,55.506,1996,1403,1.537071,1.210594,6,37,1,16.02683,0.0010956
19,6039,29.92,63984,17.61,15.9,3.59,41.27,353.56,12682.16,98.41,1980,12,1.875469,2.969492,6,39,0,11.06639,0.0
5,6039,31.43,67200,17.43,15.87,3.51,41.42,334.89,10552.88,91.13,1981,6,0.8928571,0.7440476,6,39,0,11.11543,0.0
11,6039,32.38,69232,17.15,15.76,3.43,41.37,310.5,9881.14,112.81,1982,12,1.733302,1.588861,6,39,0,11.14522,0.0
8,6039,33.43,71488,16.84,15.55,3.36,41.31,319.96,9368.02,121.36,1983,4,0.5595345,1.119069,6,39,0,11.17729,0.0
4,6039,34.13,72992,16.51,15.31,3.3,41.25,318.09,9767.6,94.18,1984,5,0.6850066,0.5480053,6,39,0,11.1981,0.0
6,6039,35.12,75104,16.35,14.99,3.23,41.21,326.66,9893.41,119.71,1985,7,0.9320409,0.7988922,6,39,0,11.22663,0.0
7,6039,35.99,76960,16.27,14.57,3.18,41.2,353.33,10411.85,122.34,1986,5,0.6496881,0.9095634,6,39,0,11.25104,0.0
13,6039,36.95,79008,16.35,14.09,3.13,41.19,352.88,11093.27,91.52,1987,18,2.27825,1.645403,6,39,0,11.2773,0.0
6,6039,38.23,81760,16.45,13.66,3.1,41.14,350.24,11128.28,93.91,1988,8,0.9784736,0.7338552,6,39,0,11.31154,0.0
8,6039,39.66,84800,16.56,13.32,3.06,41.13,352.66,11005.05,96.03,1989,15,1.768868,0.9433962,6,39,0,11.34805,0.0
5,6039,41.55,88848,16.48,12.94,3.06,41.01,361.55,11030.4,130.22,1990,15,1.688277,0.5627589,6,39,0,11.39468,0.0
5,6039,43.45,92912,16.41,12.58,3.06,40.86,369.2,10289.95,157.81,1991,6,0.6457723,0.5381436,6,39,0,11.43941,0.0
10,6039,45.45,97200,16.35,12.23,3.06,40.75,395,10622.98,227.45,1992,11,1.131687,1.028807,6,39,0,11.48453,0.0
17,6039,48.28665,103257,16.14031,13.02478,3.302439,51.8144,383.368,10795.2,215.212,1993,10,0.9684573,1.646377,6,39,0,11.54498,0.0
15,6039,49.54459,105947,16.19961,12.65067,3.331855,51.96466,394.2,10539.45,142.425,1994,15,1.415802,1.415802,6,39,0,11.57069,0.0
13,6039,50.22079,107393,16.28225,12.3509,3.351243,52.14865,402.784,10382.51,123.984,1995,12,1.117391,1.210507,6,39,0,11.58425,0.0
24,6039,51.66485,110481,16.24261,12.45916,3.430454,52.66154,417.89,10729.88,114.84,1996,11,0.9956463,2.172319,6,39,0,11.6126,0.0
9,6041,428.98,222976,14.9,16.65,2.51,43.82,105.7,20891.92,58.32,1980,16,0.717566,0.4036309,6,41,0,12.31482,0.0
6,6041,430.77,223904,14.28,16.69,2.63,43.88,96.62,21392.33,56,1981,8,0.357296,0.267972,6,41,0,12.31897,0.0
13,6041,429.79,223392,13.6,16.65,2.75,43.87,94.18,21760.88,77.63,1982,4,0.1790574,0.5819367,6,41,0,12.31668,0.0
4,6041,430.89,223968,12.94,16.49,2.87,43.84,90.27,22890.45,89.27,1983,9,0.4018431,0.1785969,6,41,0,12.31926,0.0
5,6041,429.42,223200,12.26,16.25,2.99,43.82,89.37,23814.53,62.46,1984,4,0.1792115,0.2240143,6,41,0,12.31582,0.0
4,6041,427.94,222432,11.71,15.89,3.1,43.79,93.73,24617.97,49.18,1985,10,0.4495756,0.1798302,6,41,0,12.31238,0.0
6,6041,430.95,224000,11.22,15.45,3.21,43.76,98.6,25349.44,48.39,1986,6,0.2678571,0.2678571,6,41,0,12.3194,0.0
6,6041,432.74,224928,10.83,14.9,3.32,43.77,102.08,25264.8,38.72,1987,5,0.2222934,0.266752,6,41,0,12.32354,0.0
6,6041,434.77,225984,10.46,14.4,3.43,43.74,114.21,25979.81,34.69,1988,6,0.2655055,0.2655055,6,41,0,12.32822,0.0
7,6041,440.87,229152,10.04,14.0,3.55,43.73,117.01,26343.7,28.24,1989,6,0.2618349,0.3054741,6,41,0,12.34214,0.0
9,6041,444.62,231104,9.81,13.52,3.62,43.64,117.2,26540.36,36,1990,4,0.1730822,0.3894351,6,41,0,12.35062,0.0
14,6041,448.38,233056,9.599999,13.07,3.68,43.55,126.98,25979.92,54.32,1991,10,0.4290814,0.600714,6,41,0,12.35903,0.0
5,6041,452.56,235232,9.38,12.64,3.74,43.47,143.31,26597.75,87.7,1992,11,0.4676234,0.2125561,6,41,0,12.36833,0.0
1,6041,452.216,235051,9.62004,12.03951,3.674522,49.49096,141.168,27599.73,88.576,1993,4,0.1701758,0.042544,6,41,0,12.36756,0.0
3,6041,452.7778,235343,9.704559,11.51128,3.689508,49.48819,143.775,27878.85,56.7,1994,2,0.0849823,0.1274735,6,41,0,12.3688,0.0
6,6041,451.331,234591,9.817939,11.14237,3.781901,49.54964,144.976,27808.5,47.232,1995,7,0.2983917,0.2557643,6,41,0,12.3656,0.0
4,6041,448.7126,233230,9.941259,10.81679,3.793251,49.51379,147.378,28904.59,37.642,1996,2,0.0857523,0.1715045,6,41,0,12.35978,0.0
2,6043,7.72,11200,15.5,16.4,0.66,45.32,200.47,10881.54,87.48,1980,1,0.8928571,1.785714,6,43,0,9.323669,0.0
2,6043,7.96,11552,14.92,16.02,0.68,45.22,198.74,10273.98,76.86,1981,0,0.0,1.731302,6,43,0,9.354614,0.0
3,6043,8.13,11802,14.33,15.53,0.72,45.03,213.21,10125.4,95.22,1982,1,0.847314,2.541942,6,43,0,9.376024,0.0
1,6043,8.26,11982,13.72,15.05,0.76,44.88,236.71,11227.58,92.28,1983,0,0.0,0.8345852,6,43,0,9.391161,0.0
1,6043,8.48,12310,13.17,14.49,0.74,44.69,234.48,11203.34,77.84,1984,1,0.8123477,0.8123477,6,43,0,9.418167,0.0
0,6043,8.72,12652,12.72,13.89,0.82,44.53,238.5,11675.16,98.37,1985,2,1.580778,0,6,43,0,9.445571,0.0
1,6043,8.87,12872,12.38,13.25,0.82,44.39,262.03,12120.07,86.73,1986,0,0.0,0.77688,6,43,0,9.46281,0.0
1,6043,9.05,13128,12.14,12.55,0.84,44.24,236.72,11678.48,67.76,1987,1,0.7617307,0.7617306,6,43,0,9.482503,0.0
3,6043,9.31,13512,11.97,11.93,0.85,44.11,251.26,11749.24,63.45,1988,4,2.960331,2.220249,6,43,0,9.511333,0.0
4,6043,9.58,13904,11.78,11.33,0.87,43.96,247.75,12080.79,56.49,1989,1,0.7192175,2.87687,6,43,0,9.539932,0.0
3,6043,9.93,14408,11.68,10.84,0.85,43.82,248.95,12484.27,66.64,1990,4,2.776235,2.082176,6,43,0,9.575539,0.0
0,6043,10.28,14912,11.55,10.4,0.83,43.71,272.31,11730.78,89.55,1991,0,0.0,0,6,43,0,9.609921,0.0
0,6043,10.64,15442,11.45,9.96,0.81,43.57,278.07,11954.16,136.9,1992,0,0.0,0,6,43,0,9.644846,0.0
3,6043,10.64832,15453,11.55116,9.415648,0.7830195,50.5274,262.268,12040.8,155.008,1993,3,1.941371,1.941371,6,43,0,9.645558,0.0
0,6043,10.73239,15575,11.62119,8.94382,0.7512038,50.52327,270,11952.22,103.95,1994,0,0.0,0,6,43,0,9.653422,0.0
1,6043,10.80819,15685,11.7437,8.568696,0.7714377,50.58974,276.832,11779.14,91.184,1995,1,0.6375518,0.6375518,6,43,0,9.66046,0.0
0,6043,10.93498,15869,11.93522,8.387422,0.8507152,50.69003,280.082,11793.43,84.216,1996,0,0.0,0,6,43,0,9.672123,0.0
8,6045,19.12,67088,15.55,15.99,0.53,41.8,342.63,11706.52,150.66,1980,8,1.192464,1.192464,6,45,0,11.11376,0.0
4,6045,19.49,68384,15.31,15.79,0.55,41.91,329.4,11127.13,137.25,1981,8,1.169864,0.5849321,6,45,0,11.13289,0.0
5,6045,19.87,69728,15.02,15.53,0.56,41.89,328.09,10594.26,172.84,1982,2,0.2868288,0.717072,6,45,0,11.15236,0.0
4,6045,20.14,70688,14.7,15.16,0.58,41.82,327.98,10960.78,160.48,1983,5,0.7073336,0.5658669,6,45,0,11.16603,0.0
13,6045,20.46,71808,14.36,14.76,0.59,41.8,329.62,11296.55,126.85,1984,9,1.253342,1.810383,6,45,0,11.18175,0.0
9,6045,20.91,73376,14.18,14.26,0.6,41.77,327.58,11555.45,110.43,1985,7,0.9539904,1.226559,6,45,0,11.20335,0.0
5,6045,21.17,74288,14.07,13.69,0.61,41.74,333.24,12051.59,107.73,1986,10,1.346112,0.6730562,6,45,0,11.2157,0.0
